Metric,Mean,STD
MAE,0.5810008843739828,0.04671668
MSE,0.8511150479316711,0.024082914
RMSE,0.922467033068339,0.013022653
MAPE,2.7406392892201743,0.08076269
MSPE,1022.6128946940104,95.225204
TrainTime(s),20580.513685067493,2278.562718863793
TestTime(s),295.00513943036395,1.2049268684622287
