Metric,Mean,STD
MAE,0.39384909470876056, 1.66461913e-02
MSE,0.4737599591414134, 4.30417551e-03
RMSE,0.6882951259613037, 3.12773788e-03
MAPE,2.240669091542562, 9.52659079e-02
MSPE,954.8173828125, 6.99010372e+01



