Metric,Mean,STD
MAE, 0.3722055455048879, 1.66461913e-02
MSE, 0.4723450839519501, 4.30417551e-03
RMSE, 0.6872509717941284, 3.12773788e-03
MAPE, 2.3301525115966797, 9.52659079e-02
MSPE, 1111.6735432942708, 6.99010372e+01



