Metric,Mean,STD
MAE, 0.41754472255706787,
MSE, 0.5536482532819113,
RMSE, 0.7436169981956482,
MAPE, 2.5180251598358154,
MSPE, 1348.8924153645833,
TrainTime(s),111056.220972061,
TestTime(s),1461.875124374,
