Metric,Mean,STD
MAE,0.23156585171818733,0.014454385
MSE,0.16247103177011013,0.01737068
RMSE,0.4025193192064762,0.021195007
MAPE,2.749230235815048,0.28678125
MSPE,22417.35791015625,7129.3027
TrainTime(s),520.0346867144108,121.13799086338403
TestTime(s),12.40703472495079,1.399845081330032
