Metric,Mean,STD
MAE,0.24528267420828342,0.011058038
MSE,0.16938581690192223,0.009988969
RMSE,0.4113924205303192,0.011920236
MAPE,2.8761583268642426,0.3379351
MSPE,21924.75634765625,6528.5166
TrainTime(s),619.9923693835735,96.23317358503215
TestTime(s),23.00660991668701,2.6427824407825558
