Metric,Mean,STD
MAE,0.24747636169195175,0.011173441
MSE,0.17379379086196423,0.018718963
RMSE,0.4163055494427681,0.021988116
MAPE,2.8621332943439484,0.29860982
MSPE,20217.782104492188,7905.974
TrainTime(s),520.0391530394554,99.67281946250303
TestTime(s),15.590456575155258,3.0920661905363738
