Metric,Mean,STD
MAE,0.23724989220499992,0.015343477
MSE,0.16210745088756084,0.020515168
RMSE,0.40186360850930214,0.02476075
MAPE,2.717932492494583,0.24183638
MSPE,19508.729370117188,6174.316
TrainTime(s),579.296685218811,225.37348904767987
TestTime(s),16.506135016679764,4.341037904904611
