Metric,Mean,STD
MAE,0.24611585587263107,0.016781112
MSE,0.17026329599320889,0.017053708
RMSE,0.41210899502038956,0.020723717
MAPE,2.7997051775455475,0.16908891
MSPE,20182.311767578125,4731.013
TrainTime(s),566.2037705779076,150.65427705052892
TestTime(s),16.946668684482574,3.568958417939422
