Métrica,Valor
MAE,0.3825102051099141
MSE,0.46969682971636456
RMSE,0.6853102644284567
MAPE,2.3144174416859946
MSPE,978.4169108072916
TrainTime(s),21460.4162885348
TestTime(s),337.82811307907104
