Metric,Mean,STD
MAE,0.5932150085767111,0.032827944
MSE,0.8555137912432352,0.0760471
RMSE,0.9239974220593771,0.041743986
MAPE,2.686901887257894,0.14487344
MSPE,994.8209838867188,114.87662
TrainTime(s),18656.66330273946,236.3481820975388
TestTime(s),252.0888750553131,6.234800976143968
