Métrica,Valor
MAE,0.4202193319797516
MSE,0.5439770817756653
RMSE,0.7375115553538004
MAPE,2.699172099431356
MSPE,1392.8004557291667
TrainTime(s),8616.702174345652
TestTime(s),114.53818416595459
