Metric,Mean,STD
MAE,0.37348755200703937,0.006857952
MSE,0.4618922571341197,0.0048406455
RMSE,0.6796172459920248,0.003557806
MAPE,2.251120408376058,0.09123282
MSPE,986.0805867513021,128.44618
TrainTime(s),18652.724425633747,128.3429616305184
TestTime(s),350.8360372384389,5.567514391932602
