Metric,Mean,STD
MAE,0.38069602847099304,0.005954679
MSE,0.47218597928682965,0.008285369
RMSE,0.687131424744924,0.006030919
MAPE,2.365650177001953,0.057023466
MSPE,1076.9010823567708,65.00084
TrainTime(s),22322.892684221268,3618.2494383964904
TestTime(s),246.305534919103,2.7668369718374524
