Metric,Mean,STD
MAE,0.4024447202682495,
MSE,0.5257111390431722,
RMSE,0.7250159581502279,
MAPE,2.6025803089141846,
MSPE,1374.0032145182292,
TrainTime(s),8618.726251681646,
TestTime(s),113.44216601053874,
