Metric,Mean,STD
MAE,0.3787070612112681,0.0069371965
MSE,0.4612153669198354,0.0035091613
RMSE,0.6791234612464905,0.0025836944
MAPE,2.2053892612457275,0.049654387
MSPE,905.3649088541666,48.575718
TrainTime(s),16885.71327439944,18.775364149379286
TestTime(s),253.82376917203268,1.1746926178509784
